"job_id","title","date_range"
6706,"Co-Founder/CTO","March 2008 – August 2009(1 year 5 months)Saket, New Delhi"
6707,"Flash Designer & Developer","September 2007 – February 2008(5 months)New Delhi Area, India"
6708,"Flash Games Designer & Developer","2005 – 2007New Delhi Area, India"
6709,"Lead Designer via Toptal","February 2017 – Present(3 years 2 months)Berlin Area, Germany"
6710,"Freelance .NET Developer","June 2012 – Present(7 years 10 months)Remotely (US)"
6711,"Senior .NET Core Developer","October 2019 – December 2019(2 months)"
6712,"Senior .NET Consultant","October 2018 – September 2019(11 months)Berlin Area, Germany (via Toptal)"
6713,"Community Leader","July 2014 – October 2018(4 years 3 months)Remotely"
6714,"Full-stack ASP.NET Core Developer","August 2018 – September 2018(1 month)Remotely (London, UK)"
6715,"Senior Full-Stack Developer","April 2018 – July 2018(3 months)Remotely (US)"
6716,"Senior Technical Recruiter","October 2013 – April 2018(4 years 6 months)Remotely"
6717,"ASP.NET MVC Full Stack Developer","March 2018 – March 2018Remote (via Toptal)"
6718,"Senior .NET Developer","November 2017 – March 2018(4 months)Remote (via Toptal)"
6719,"Senior .NET Developer","May 2017 – October 2017(5 months)Remote (via Toptal)"
6720,".NET Full-stack Developer","September 2016 – December 2016(3 months)Remote (via Toptal)"
6721,"Full-stack Web Developer","January 2016 – May 2016(4 months)Remote (via Toptal)"
6722,"Senior Lead Software Engineer","July 2014 – October 2015(1 year 3 months)Remote (via Toptal)"
6723,"Technical Books Reviewer","May 2014 – May 2015(1 year)Birmingham, United Kingdom"
6724,"Technical Expert","September 2014 – February 2015(5 months)Saint Petersburg, Russian Federation"
6725,"Senior .NET Developer","June 2013 – June 2014(1 year)Remote (via Toptal)"
6726,"Freelance C# / .NET / ASP.NET Developer","November 2012 – May 2013(6 months)Remote"
6727,"Freelance C# Developer","November 2011 – June 2012(7 months)Remote"
6728,"Senior .NET Developer, Team Lead","March 2008 – November 2011(3 years 8 months)Saint Petersburg, Russian Federation"
6729,"Freelance Software .NET Developer","July 2006 – February 2008(1 year 7 months)Remote"
6730,"Scientific Researcher, PhD Course","September 2005 – July 2006(10 months)Saint Petersburg, Russian Federation"
6731,"Senior .NET Developer, Team Lead","February 2005 – September 2005(7 months)Saint Petersburg, Russian Federation"
6732,".NET Software Developer","April 2004 – January 2005(9 months)Saint Petersburg, Russian Federation"
6733,".NET Software Developer","November 2003 – March 2004(4 months)Saint Petersburg, Russian Federation"
6734,"Geological Engineer, Software Developer","February 2000 – June 2001(1 year 4 months)Saint Petersburg, Russian Federation"
6735,"World-class ASP.NET Core contractor","November 2011 – Present(8 years 5 months)Worldwide"
6736,"DevOps Engineer","June 2018 – September 2018(3 months)Tahiti"
6737,"DevOps Engineer","October 2015 – March 2018(2 years 5 months)Toulouse Area, France"
6738,"System Integration Technician, Engineering","November 2014 – September 2015(10 months)Toulouse"
6739,"Software Developer","April 2010 – October 2014(4 years 6 months)Toulouse Area, France"
6740,"Software Developer Internship","September 2008 – August 2009(11 months)Toulouse Area, France"
6741,"DevOps Freelancer","October 2018 – Present(1 year 6 months)Tahiti"
6742,"Data Scientist","July 2019 – Present(9 months)"
6743,"Data Scientist","September 2019 – October 2019(1 month)Remote"
6744,"Data Scientist","November 2016 – May 2019(2 years 6 months)Florianópolis e Região, Brasil"
6745,"Software Developer","March 2014 – July 2016(2 years 4 months)Florianópolis e Região, Brasil"
6746,"Master in Automation Engineering","March 2012 – March 2014(2 years)Florianópolis Area, Brazil"
6747,"Computer Vision Engineer","November 2019 – Present(5 months)Remote"
6748,"PHP Web Developer (via Toptal)","March 2017 – Present(3 years 1 month)"
6749,"Co-Founder & Developer","December 2012 – January 2019(6 years 1 month)www.zero1.al"
6750,"Web Developer","2016 – 2019Remote"
6751,"Lead Back-End Web Developer","December 2014 – April 2016(1 year 4 months)Tirane"
6752,"Co-founder & Developer","January 2005 – February 2015(10 years 1 month)"
6753,"Web Security & Performance Manager","December 2013 – November 2014(11 months)Tirane, Albania"
6754,"IT Manager & Web Dev","January 2010 – June 2013(3 years 5 months)Tirane, Albania"
6755,"Product Manager","May 2008 – June 2009(1 year 1 month)Tirane, Albania"
6756,"Software Engineer","February 2016 – Present(4 years 2 months)Remotely"
6757,"Owner","June 2017 – Present(2 years 10 months)Osijek, Croatia"
6758,"Frontend Developer","March 2015 – June 2017(2 years 3 months)Zagreb - Osijek"
6759,"Senior frontend developer & software architect","December 2013 – March 2015(1 year 3 months)Osijek"
6760,"Senior frontend developer and project manager","November 2011 – March 2015(3 years 4 months)Osijek, Croatia"
6761,"Chief Technology Officer","November 2011 – December 2013(2 years 1 month)Osijek"
6762,"Web Developer","December 2009 – December 2011(2 years)"
6763,"Full-stack JavaScript Developer via Toptal","November 2018 – Present(1 year 5 months)Osijek, Croatia"
6764,"Front-end Lead Developer","September 2016 – January 2017(4 months)Osijek"
6765,"Front-end Developer @ Fort Hill Company (via Toptal, hourly)","June 2015 – January 2017(1 year 7 months)Osijek, remote"
6766,"Front-end Developer","August 2014 – January 2017(2 years 5 months)Osijek"
6767,"Front-end Developer @ Pavlovspig (via Toptal, hourly)","June 2016 – July 2016(1 month)Osijek, remote"
6768,"Front-end Developer @ Copyop (via Toptal, hourly)","March 2016 – April 2016(1 month)"
6769,"Front-end Developer/Designer @ Innovative Operations (via Toptal, hourly)","January 2016 – February 2016(1 month)Osijek, remote"
6770,"Front-end Developer @ Pareto Solutions (via Toptal, hourly)","November 2015 – January 2016(2 months)Osijek, remote"
6771,"Front-end/Back-end Developer @ Lemeno (via Toptal, hourly)","August 2015 – September 2015(1 month)Osijek, remote"
6772,"Front-end/WordPress Developer @ Pixie (via Toptal, hourly)","June 2015 – July 2015(1 month)Osijek, remote"
6773,"Front-end/Drupal Developer @ WineGreeting (via Toptal, hourly)","May 2015 – June 2015(1 month)Osijek, remote"
6774,"Front-end Developer, UI/UX @ Matdagboken i Sverige AB (via Toptal, hourly)","April 2015 – May 2015(1 month)Osijek, remote"
6775,"Front-end Developer and UI/UX Advisor @ FragranceX.com/Perfume.com (via Toptal, part-time)","February 2015 – April 2015(2 months)Osijek, remote"
6776,"eZ Publish / Frontend Developer","2012 – August 2014Osijek"
6777,"Web Solutions","April 2011 – March 2012(11 months)Osijek"
6778,"Front-end Core Developer","January 2017 – Present(3 years 3 months)Osijek, remote"
6779,"Senior Developer (via Toptal)","October 2015 – September 2019(3 years 11 months)Remote"
6780,"Senior Developer","August 2014 – April 2015(8 months)Remote"
6781,"Backend Developer (via Toptal)","December 2013 – June 2014(6 months)Remote"
6782,"Senior Python Developer","December 2012 – November 2013(11 months)Moscow"
6783,"Senior Developer","August 2011 – December 2012(1 year 4 months)"
6784,"Software Developer","May 2008 – October 2010(2 years 5 months)"
6785,"Remote Developer","December 2013 – Present(6 years 4 months)"
6786,"Full Stack Ruby on Rails Developer","August 2016 – June 2017(10 months)Remote / Full Time (via Toptal)"
6787,"Senior Rails Developer - Web / Mobile","February 2014 – September 2016(2 years 7 months)Remote / Hourly"
6788,"Ruby on Rails + Backend Developer","January 2016 – August 2016(7 months)Remote / Full-time"
6789,"Senior Ruby on Rails Developer","November 2015 – December 2015(1 month)Remote / Full-time"
6790,"Senior Ruby on Rails Developer","January 2015 – October 2015(9 months)Remote / Full-time"
6791,"Web Developer","August 2013 – January 2014(5 months)Remote / Part-time"
6792,"Software Engineer and Physicist","July 2012 – September 2013(1 year 2 months)"
6793,"Scientist","1991 – 2012"
6794,"Rails Developer","June 2017 – November 2017(5 months)Remote / Full-time (via Toptal)"
6806,"Wordpress Developer","March 2019 – Present(1 year 1 month)Remote"
6807,"WordPress / Laravel Developer","March 2019 – Present(1 year 1 month)Remote"
6808,"Freelance PHP/WordPress Developer","March 2016 – Present(4 years 1 month)Remote"
6809,"Magento Developer","October 2018 – June 2019(8 months)Remote"
6810,"WordPress Developer (Contract)","October 2018 – December 2018(2 months)Remote"
6811,"WordPress Developer (Contract)","March 2018 – September 2018(6 months)London, United Kingdom"
6812,"Freelance WordPress Developer","December 2016 – July 2018(1 year 7 months)Remote"
6813,"PHP/WordPress Developer (via Toptal)","April 2018 – June 2018(2 months)Remote"
6814,"Wordpress Developer (Contract)","September 2017 – February 2018(5 months)"
6815,"Lead WordPress Developer (Contract)","January 2017 – September 2017(8 months)London, United Kingdom"
6816,"Freelance Web Developer","August 2016 – June 2017(10 months)Remote"
6817,"WordPress Developer (Freelance)","September 2016 – December 2016(3 months)Remote"
6818,"WordPress Developer (contract)","April 2016 – September 2016(5 months)London"
6819,"PHP/WordPress developer (via Toptal)","May 2016 – July 2016(2 months)Remote"
6820,"Backend WordPress Developer (Contract)","February 2016 – March 2016(1 month)London, UK"
6821,"Lead Developer / Web Project Manager (Contract to Permanent)","February 2012 – December 2015(3 years 10 months)Croydon, United Kingdom"
6822,"Freelance PHP Developer / Director","January 2012 – January 2012London, United Kingdom"
6823,"PHP Developer (Contract)","December 2011 – December 2011London"
6824,"Freelance PHP Developer / Director","November 2011 – November 2011London, United Kingdom"
6825,"PHP Developer (Contract)","November 2011 – November 2011London"
6826,"PHP Developer (Contract)","July 2011 – November 2011(4 months)London, United Kingdom"
6827,"PHP Developer (Contract)","October 2011 – October 2011London, United Kingdom"
6828,"Contract PHP Developer","May 2011 – June 2011(1 month)London, United Kingdom"
6829,"PHP Developer (Contract)","April 2011 – April 2011London, United Kingdom"
6830,"PHP Developer (Contract)","February 2011 – March 2011(1 month)London, United Kingdom"
6831,"PHP Developer (Contract)","November 2010 – January 2011(2 months)London"
6832,"Contract PHP Developer","September 2010 – October 2010(1 month)"
6833,"Contract PHP Developer","September 2010 – September 2010"
6834,"Contract PHP Developer","July 2010 – September 2010(2 months)"
6835,"Senior Wordpress/PHP developer (contract)","June 2010 – June 2010"
6836,"PHP and Wordpress Developer","May 2010 – June 2010(1 month)"
6837,"Senior Wordpress/PHP developer (contract)","April 2010 – April 2010"
6838,"Senior PHP Developer (contractor)","December 2009 – March 2010(3 months)"
6839,"Senior Web Developer","May 2009 – November 2009(6 months)"
6840,"Senior PHP Programmer","May 2008 – May 2009(1 year)"
6841,"PHP programmer - Contractor","April 2008 – April 2008"
6842,"WebPro-IT - Contractor PHP Programmer","February 2008 – April 2008(2 months)"
6843,"PHP programmer - Contractor for DV Excel Ltd","March 2008 – March 2008"
6844,"PHP and Java Programmer","January 2007 – November 2007(10 months)"
6845,"PHP and Java Programmer","July 2006 – December 2006(5 months)"
6846,"Web marketer and programmer","March 2006 – September 2006(6 months)"
6847,"Programmer","October 2005 – July 2006(9 months)"
6848,"Programmer","November 2004 – October 2005(11 months)"
6849,"SEO","October 2004 – November 2004(1 month)"
6850,"Junior Programmer","March 2003 – October 2004(1 year 7 months)"
6851,"Freelance PHP Developer / Director","December 2009 – Present(10 years 4 months)London, United Kingdom"
6852,"Backend Developer","January 2019 – Present(1 year 3 months)"
6853,"Backend Team Leader","September 2017 – October 2019(2 years 1 month)Almaty"
6854,"backend developer","February 2016 – August 2018(2 years 6 months)Almaty, Kazakhstan"
6855,"Backend Developer","May 2019 – Present(11 months)Tulsa, Oklahoma Area (remote)"
6856,"Lead Front-End Developer","February 2011 – March 2018(7 years 1 month)Russian Federation"
6857,"Lead Front-End Developer (via Toptal)","January 2015 – July 2017(2 years 6 months)"
6858,"Web Developer","May 2009 – July 2010(1 year 2 months)"
6859,"Web Developer","February 2008 – July 2010(2 years 5 months)"
6860,"React Developer (via Toptal)","July 2017 – Present(2 years 9 months)"
6861,"Software Engineer","September 2017 – Present(2 years 7 months)"
6862,"Research Scientist","September 2018 – December 2018(3 months)"
6863,"Data Scientist","October 2017 – March 2018(5 months)"
6864,"Research and Development Engineer","January 2017 – November 2017(10 months)"
6865,"PHD Researcher","April 2014 – April 2017(3 years)Grenoble, Francia"
6866,"Software Developer","March 2018 – Present(2 years 1 month)"
6867,"Senior Mobile Developer","June 2015 – Present(4 years 10 months)Remote"
6868,"Lead Android Developer (via Toptal)","October 2017 – January 2019(1 year 3 months)Remote"
6869,"Lead Android Developer (via Toptal)","September 2015 – November 2018(3 years 2 months)Remote"
6870,"Lead Mobile Developer (Consultant)","December 2017 – October 2018(10 months)Remote"
6871,"Android Team Lead (Consultant)","February 2016 – January 2017(11 months)Remote"
6872,"CEO | Android Team Lead","August 2014 – November 2015(1 year 3 months)Nis, Serbia"
